project_id,workspace_id,team_id,name,description,created_at
f082f608-51d0-4cb3-9e29-74793892c65c,workspace-001,8ec2e93c-5345-4550-a4e8-68c789e360df,Email Marketing Experiments,Email Marketing Experiments planned for the current quarter.,2026-01-06 11:53:44
c06c8f4d-26e5-41bd-86e8-351bb6d4358f,workspace-001,f74e7a41-6c7f-4536-98e0-d7af48249e13,Mobile App Stability Sprint,Mobile App Stability Sprint planned for the current quarter.,2026-01-06 11:53:44
8cf5bb13-eed1-4204-b339-7ff1070586ba,workspace-001,070ffdbb-f90a-4c7d-aee8-79f5dbd19bf3,Q2 Product Launch Campaign,Q2 Product Launch Campaign planned for the current quarter.,2026-01-06 11:53:44
9ac16969-8886-4513-ab75-12b1a4531acc,workspace-001,8ec2e93c-5345-4550-a4e8-68c789e360df,Mobile App Stability Sprint,Mobile App Stability Sprint planned for the current quarter.,2026-01-06 11:53:44
58ce40e8-87f7-4384-aabd-f0af377f06f8,workspace-001,ac05d1aa-38ce-4591-9211-85338caa123c,Internal Tooling Improvements,Internal Tooling Improvements planned for the current quarter.,2026-01-06 11:53:44
b337dbc1-1606-4390-baa0-3e5433524e2a,workspace-001,569940f8-de36-4521-9109-2255c6eaef37,Auth Platform Refactor,Auth Platform Refactor planned for the current quarter.,2026-01-06 11:53:44
845ad8d9-7514-45c1-912b-ca481a0a9233,workspace-001,93d51571-522d-4195-b83d-13d88c8078cd,Customer Support Workflow Cleanup,Customer Support Workflow Cleanup planned for the current quarter.,2026-01-06 11:53:44
026e35e7-3cc7-4f22-a773-3c078bdbb135,workspace-001,384bf960-2d59-4142-84c9-3bb20706185f,Payments Infrastructure Upgrade,Payments Infrastructure Upgrade planned for the current quarter.,2026-01-06 11:53:44
681674ab-e44c-4464-bb9f-c4e3cc24178d,workspace-001,79e5a53e-c78d-48fb-a773-709405336cad,Brand Awareness Campaign,Brand Awareness Campaign planned for the current quarter.,2026-01-06 11:53:44
540a13ef-5612-423f-85cc-e013e05b0d8d,workspace-001,ac05d1aa-38ce-4591-9211-85338caa123c,Compliance Readiness Project,Compliance Readiness Project planned for the current quarter.,2026-01-06 11:53:44
64bef440-b23e-425b-a9c3-1ff88dc9b07e,workspace-001,8ec2e93c-5345-4550-a4e8-68c789e360df,Brand Awareness Campaign,Brand Awareness Campaign planned for the current quarter.,2026-01-06 11:53:44
